customer_id,tenure_months,monthly_charges,support_tickets,region,contract_type,internet_service,churn
183,33.4,108.02,3,North,Month-to-month,DSL,1
184,12.8,56.26,4,South,One year,DSL,0
185,58.9,51.2,2,North,One year,None,0
186,15.4,43.22,2,North,One year,DSL,0
187,43.0,106.96,0,West,Month-to-month,Fiber,1
188,54.8,79.75,1,North,One year,None,0
189,42.9,58.99,3,East,Month-to-month,None,0
190,72.0,87.48,0,South,Month-to-month,DSL,1
191,5.5,77.38,3,South,Two year,Fiber,1
192,19.9,100.39,2,South,One year,DSL,0
193,54.3,37.14,2,South,One year,DSL,0
194,11.0,60.22,2,East,Two year,Fiber,0
195,15.7,56.67,1,West,Month-to-month,None,0
196,36.2,29.47,3,South,Two year,DSL,0
197,27.6,84.09,3,West,One year,DSL,1
198,34.9,60.13,0,East,One year,DSL,0
199,29.0,78.31,3,East,Month-to-month,Fiber,0
200,30.6,107.48,2,North,Month-to-month,None,1
201,16.7,58.64,2,North,Month-to-month,DSL,1
202,30.0,57.42,0,West,Month-to-month,DSL,1
203,20.7,67.14,0,East,Month-to-month,Fiber,0
204,22.6,82.77,0,South,One year,Fiber,0
205,42.6,54.8,2,West,One year,DSL,0
206,10.6,53.64,1,South,Month-to-month,Fiber,1
207,3.8,84.03,1,West,One year,None,0
208,40.9,71.82,1,South,Two year,None,0
209,30.0,28.19,1,West,One year,DSL,0
210,54.8,42.94,2,South,One year,Fiber,0
211,16.0,92.02,0,North,One year,DSL,0
212,25.1,72.23,3,East,Month-to-month,Fiber,0
213,28.2,51.28,1,North,Month-to-month,DSL,1
214,18.1,61.93,3,West,Two year,DSL,1
215,14.6,65.24,0,East,One year,None,0
216,42.1,78.24,1,North,One year,Fiber,0
217,9.9,40.55,2,North,Two year,Fiber,1
218,13.0,49.86,1,West,Month-to-month,None,0
219,24.6,69.91,2,East,Month-to-month,DSL,1
220,44.9,63.2,1,West,One year,None,0
221,18.9,75.29,1,North,Month-to-month,None,0
222,17.3,42.87,0,West,One year,DSL,0
223,23.7,71.43,2,East,Two year,Fiber,0
224,33.0,84.65,2,East,One year,DSL,0
225,21.5,73.76,3,South,Month-to-month,DSL,1
226,48.2,67.5,1,North,One year,None,0
227,49.3,63.27,2,West,Month-to-month,Fiber,0
228,24.6,49.97,1,West,Two year,DSL,0
229,72.0,63.7,3,South,Month-to-month,Fiber,0
230,27.8,87.67,0,West,Two year,DSL,0
231,48.4,62.86,4,North,One year,DSL,0
232,32.5,48.98,1,North,Month-to-month,None,0
233,32.1,56.14,0,North,One year,Fiber,0
234,8.2,68.62,1,South,Month-to-month,Fiber,0
235,12.3,58.28,4,North,Month-to-month,Fiber,1
236,22.2,73.74,2,South,Two year,Fiber,0
237,49.1,74.41,0,North,Two year,Fiber,0
238,32.8,81.0,2,East,Month-to-month,None,1
239,22.3,90.62,1,West,One year,Fiber,0
240,38.1,82.93,2,East,Two year,Fiber,0
241,48.1,48.18,3,North,Two year,DSL,0
242,26.8,48.74,1,West,Month-to-month,Fiber,0
243,30.5,63.64,2,North,Month-to-month,Fiber,0
244,28.2,56.88,1,East,Two year,None,0
245,25.8,44.51,0,East,Month-to-month,Fiber,0
246,15.9,57.05,4,South,Month-to-month,Fiber,0
247,15.0,56.46,3,North,One year,DSL,0
248,38.0,52.91,1,West,Month-to-month,Fiber,0
249,48.6,59.32,2,West,Two year,Fiber,0
250,22.3,86.21,2,East,Month-to-month,Fiber,0
251,21.9,68.59,1,West,One year,Fiber,0
252,6.5,109.49,0,West,Two year,None,0
253,5.6,68.07,1,North,Two year,Fiber,0
254,55.7,59.78,1,East,Two year,Fiber,0
255,16.6,65.07,1,South,Two year,Fiber,0
256,72.0,69.62,0,South,Month-to-month,None,0
257,18.5,72.83,2,North,Two year,Fiber,0
258,8.4,102.38,2,West,Two year,None,0
259,28.3,49.78,2,East,One year,Fiber,0
260,41.8,80.46,3,South,Month-to-month,None,0
261,39.1,68.74,1,South,Month-to-month,Fiber,1
262,44.2,36.72,1,South,One year,Fiber,0
263,13.8,78.87,1,East,One year,DSL,0
264,55.0,87.82,1,West,Month-to-month,Fiber,1
265,56.8,49.57,0,South,Month-to-month,DSL,0
266,58.2,64.84,3,South,One year,DSL,0
267,31.1,33.94,1,East,Month-to-month,DSL,0
268,21.2,42.34,1,South,Two year,Fiber,0
269,20.0,83.86,1,South,Month-to-month,DSL,0
270,8.4,56.6,2,North,Month-to-month,Fiber,0
271,18.8,45.04,0,North,Month-to-month,None,0
272,3.6,69.13,3,South,Two year,DSL,0
273,7.5,55.6,1,West,Two year,DSL,0
274,30.9,56.53,1,South,Month-to-month,None,1
275,22.7,78.31,1,North,Month-to-month,DSL,0
276,30.1,44.09,1,East,Month-to-month,DSL,0
277,40.0,48.7,2,West,Month-to-month,Fiber,0
278,33.5,67.77,5,South,One year,DSL,0
279,31.8,82.45,1,North,Month-to-month,Fiber,1
280,25.3,87.29,1,East,One year,Fiber,0
281,16.2,53.03,0,South,Month-to-month,DSL,1
282,11.1,81.87,1,East,Month-to-month,Fiber,1
283,19.1,50.89,2,South,Month-to-month,DSL,0
284,25.5,97.87,1,North,Month-to-month,Fiber,1
285,27.5,44.59,2,South,Month-to-month,Fiber,0
286,44.2,88.91,0,East,Month-to-month,DSL,0
287,24.1,53.18,1,South,Month-to-month,Fiber,0
288,36.7,101.24,2,North,Two year,DSL,0
289,9.3,75.64,1,South,Month-to-month,DSL,0
290,31.2,46.71,2,East,Month-to-month,None,0
291,29.9,55.6,1,North,Month-to-month,Fiber,0
292,55.0,79.06,2,East,One year,DSL,0
293,22.8,83.95,2,East,Two year,Fiber,0
294,22.2,63.73,0,South,One year,Fiber,1
295,40.1,65.8,0,West,One year,Fiber,0
296,11.7,78.65,1,West,Two year,Fiber,0
297,30.7,67.37,3,South,Month-to-month,DSL,1
298,11.3,41.72,1,North,Two year,Fiber,0
299,68.8,50.37,1,South,One year,Fiber,0
300,20.3,69.23,3,North,Month-to-month,DSL,1
301,10.7,86.88,1,East,One year,DSL,1
302,19.0,94.09,2,West,Month-to-month,Fiber,1
303,30.8,79.03,2,West,Month-to-month,Fiber,0
304,36.0,70.17,3,South,Two year,Fiber,0
305,53.4,78.48,2,South,Month-to-month,DSL,0
306,17.6,53.0,2,North,One year,None,0
307,41.2,62.24,5,East,Two year,DSL,0
308,7.5,50.17,1,North,One year,DSL,1
309,13.1,42.52,0,West,Month-to-month,Fiber,0
310,9.5,71.0,3,West,One year,None,0
311,15.5,68.34,1,North,Two year,Fiber,0
312,40.1,77.38,1,East,Month-to-month,Fiber,1
313,17.8,74.83,3,East,Month-to-month,Fiber,1
314,20.1,69.37,3,West,One year,Fiber,0
315,31.3,75.02,2,South,Two year,DSL,0
316,35.1,64.23,2,North,Month-to-month,Fiber,0
317,20.5,72.43,0,East,Month-to-month,Fiber,0
318,13.0,51.93,1,North,Two year,Fiber,0
319,62.6,71.65,3,East,Month-to-month,None,0
320,20.6,77.03,1,North,Month-to-month,DSL,0
321,21.9,52.95,2,East,One year,None,1
322,23.7,65.93,0,West,Month-to-month,None,0
323,37.3,53.78,2,North,Month-to-month,None,0
324,9.0,55.52,1,South,One year,Fiber,1
325,72.0,44.75,4,East,One year,Fiber,0
326,21.5,87.78,2,North,One year,Fiber,0
327,38.0,84.18,0,East,Month-to-month,Fiber,0
328,10.8,74.67,1,East,One year,DSL,0
329,29.4,100.5,0,South,One year,Fiber,0
330,69.7,61.59,0,West,Two year,Fiber,0
331,64.2,119.57,2,East,One year,DSL,0
332,37.5,60.9,3,East,One year,Fiber,1
333,14.8,69.59,3,North,Two year,Fiber,0
334,51.8,57.84,1,North,Two year,Fiber,0
335,7.5,71.7,2,North,Month-to-month,DSL,1
336,14.5,80.04,1,West,Two year,Fiber,0
337,25.4,62.95,0,West,Two year,Fiber,0
338,8.0,96.98,0,West,Month-to-month,Fiber,0
339,19.0,69.3,1,North,Month-to-month,DSL,0
340,41.6,69.87,2,East,One year,Fiber,1
341,16.6,48.64,1,West,Month-to-month,Fiber,0
342,42.8,72.53,1,East,One year,None,0
343,72.0,62.59,1,North,One year,None,0
344,33.5,54.05,3,West,Month-to-month,Fiber,1
345,42.4,51.02,1,North,Month-to-month,Fiber,0
346,52.8,113.09,4,North,Two year,Fiber,0
347,20.2,60.26,2,West,Month-to-month,DSL,0
348,41.8,38.77,0,South,One year,Fiber,0
349,19.9,52.43,0,South,Month-to-month,None,1
350,32.1,64.07,1,East,Month-to-month,DSL,0
351,45.4,74.84,0,West,One year,DSL,0
352,15.3,74.99,0,North,Month-to-month,Fiber,0
353,3.9,77.18,1,East,One year,None,0
354,14.3,53.39,0,South,One year,DSL,1
355,49.3,71.13,1,North,Month-to-month,DSL,0
356,13.1,49.23,3,South,Month-to-month,Fiber,0
357,47.7,53.85,1,East,One year,DSL,0
358,14.4,48.48,1,North,One year,DSL,0
359,23.2,43.61,0,South,One year,None,0
360,26.4,84.16,1,East,One year,DSL,0
361,13.1,77.4,0,East,Month-to-month,DSL,0
362,23.4,82.58,2,East,Month-to-month,Fiber,1
363,8.4,65.71,0,West,One year,DSL,1
364,21.3,78.98,1,South,One year,None,0
365,25.1,33.3,3,South,Two year,DSL,0
366,4.1,80.54,2,South,Month-to-month,Fiber,1
367,14.3,68.19,0,East,One year,Fiber,0
368,31.6,76.29,2,North,One year,DSL,0
369,12.0,71.84,1,South,Month-to-month,None,1
370,34.7,47.23,1,North,One year,Fiber,0
371,36.7,38.04,2,South,One year,Fiber,0
372,31.5,52.18,0,West,Month-to-month,None,0
373,41.5,75.17,2,East,Month-to-month,DSL,0
374,8.0,77.42,2,South,Month-to-month,Fiber,1
375,46.6,40.38,3,East,Two year,Fiber,0
376,13.2,47.34,1,East,Month-to-month,Fiber,1
377,28.3,51.98,1,South,Month-to-month,Fiber,1
378,68.1,58.57,2,South,Month-to-month,DSL,0
379,21.0,40.48,3,East,Month-to-month,DSL,0
380,26.9,39.4,5,North,Month-to-month,DSL,0
381,13.3,50.21,2,East,One year,DSL,0
382,67.7,66.55,4,East,Month-to-month,Fiber,1
383,14.3,43.75,1,East,Month-to-month,Fiber,0
384,38.5,62.92,2,West,Month-to-month,Fiber,1
385,52.7,84.05,2,West,Month-to-month,Fiber,0
386,40.7,41.57,5,South,Month-to-month,DSL,1
387,32.6,61.28,1,North,One year,Fiber,1
388,28.1,83.45,3,East,One year,DSL,1
389,10.8,57.47,0,West,One year,Fiber,0
390,66.0,54.67,3,West,Month-to-month,Fiber,0
391,31.1,85.94,1,West,Two year,Fiber,0
392,26.9,59.49,1,North,One year,DSL,0
393,12.5,84.88,2,East,Month-to-month,DSL,0
394,27.7,72.72,0,West,Month-to-month,DSL,0
395,25.8,58.83,2,East,One year,Fiber,1
396,68.1,73.63,0,East,Month-to-month,DSL,0
397,26.9,70.77,2,South,Month-to-month,DSL,0
398,27.4,83.38,0,East,One year,Fiber,0
399,12.6,55.13,0,South,Month-to-month,Fiber,1
400,16.2,65.74,3,North,Two year,Fiber,0
401,35.9,63.89,2,West,Month-to-month,Fiber,1
402,6.8,77.67,0,West,Month-to-month,None,0
403,46.5,46.55,3,West,Month-to-month,Fiber,0
404,47.2,83.31,2,South,Month-to-month,DSL,0
405,15.1,73.39,0,North,Two year,DSL,1
406,32.7,41.3,2,South,Two year,Fiber,0
407,53.7,86.75,0,West,Two year,DSL,0
408,24.6,105.21,3,East,One year,Fiber,1
409,21.8,83.03,6,West,Month-to-month,DSL,1
410,23.5,90.69,1,South,Month-to-month,Fiber,0
411,31.0,66.54,2,East,Month-to-month,Fiber,1
412,17.7,35.09,0,West,Two year,Fiber,0
413,20.6,31.81,6,North,One year,DSL,0
414,31.4,69.59,0,West,Month-to-month,DSL,0
415,19.6,54.34,1,East,One year,DSL,0
416,11.8,48.54,3,North,One year,Fiber,0
417,6.4,63.87,1,North,Month-to-month,None,1
418,27.2,76.08,1,West,One year,Fiber,1
419,51.8,38.85,2,East,One year,DSL,0
420,33.7,56.92,2,West,Two year,DSL,0
421,12.2,92.18,1,West,Month-to-month,DSL,0
422,16.2,45.64,4,South,Month-to-month,Fiber,1
423,21.7,80.66,1,West,Month-to-month,DSL,1
424,69.3,56.27,1,West,Two year,DSL,0
425,71.4,74.82,1,North,Two year,Fiber,0
426,66.8,84.75,1,West,One year,DSL,0
427,28.9,78.34,1,South,Month-to-month,Fiber,1
428,72.0,81.36,2,South,Month-to-month,DSL,0
429,16.7,44.27,0,South,One year,DSL,0
430,21.2,85.05,2,West,Month-to-month,DSL,1
431,44.4,49.65,2,North,One year,Fiber,0
432,31.5,69.67,2,South,Two year,Fiber,0
433,32.5,69.65,1,East,Month-to-month,DSL,0
434,13.6,73.73,1,North,Month-to-month,Fiber,1
435,25.7,71.07,2,West,Month-to-month,DSL,0
436,16.9,49.81,6,West,Month-to-month,Fiber,1
437,10.2,40.7,2,North,One year,DSL,0
438,18.2,80.7,1,North,Month-to-month,Fiber,1
439,31.5,68.35,1,West,Month-to-month,Fiber,1
440,40.3,85.69,1,North,Month-to-month,Fiber,0
441,6.2,64.19,0,North,Month-to-month,Fiber,0
442,26.5,39.71,4,West,One year,Fiber,0
443,25.0,82.39,2,West,One year,Fiber,1
444,30.5,58.33,1,East,One year,DSL,1
445,12.3,71.16,2,East,One year,Fiber,0
446,12.5,53.35,2,West,Month-to-month,DSL,1
447,52.6,94.6,1,East,One year,None,0
448,15.2,49.22,0,East,Month-to-month,DSL,0
449,20.5,58.93,1,West,Two year,Fiber,0
450,21.9,66.93,0,East,Month-to-month,Fiber,0
451,17.1,45.34,1,South,Month-to-month,Fiber,0
452,35.3,70.95,2,South,Month-to-month,DSL,0
453,33.5,94.01,1,South,One year,DSL,0
454,24.3,56.17,1,East,Month-to-month,Fiber,0
455,17.7,72.11,2,South,Two year,Fiber,1
456,23.2,20.0,0,South,Month-to-month,Fiber,0
457,27.8,64.3,1,West,Two year,Fiber,1
458,16.2,59.37,2,South,One year,None,0
459,36.8,50.27,0,North,Month-to-month,Fiber,0
460,46.3,84.47,1,South,Month-to-month,Fiber,0
461,57.7,59.13,3,North,Month-to-month,Fiber,0
462,55.7,61.81,2,West,Two year,Fiber,0
463,21.8,58.21,1,South,Two year,Fiber,0
464,28.7,30.5,2,South,Month-to-month,Fiber,0
465,24.0,44.62,2,West,Month-to-month,Fiber,0
466,24.0,82.3,1,North,Month-to-month,Fiber,1
467,23.1,27.02,1,North,Month-to-month,DSL,0
468,26.8,51.21,3,West,One year,DSL,0
469,50.6,57.81,3,East,Month-to-month,Fiber,0
470,32.0,96.39,2,West,Month-to-month,None,0
471,11.9,78.83,0,West,Two year,Fiber,0
472,45.2,54.97,1,West,One year,None,0
473,30.3,88.48,1,North,One year,None,0
474,35.5,51.67,2,West,Month-to-month,Fiber,0
475,31.7,83.16,2,East,Two year,Fiber,0
476,32.5,40.54,2,North,One year,DSL,0
477,33.4,84.32,4,West,One year,Fiber,0
478,7.3,57.69,3,South,Month-to-month,Fiber,0
479,35.2,46.49,2,West,Two year,DSL,0
480,16.6,61.09,4,East,One year,DSL,0
481,19.5,69.99,2,East,Two year,DSL,0
482,26.6,56.09,2,North,One year,DSL,0
483,62.7,74.97,0,West,One year,None,0
484,13.4,54.51,1,East,One year,DSL,0
485,26.1,76.17,2,North,Two year,DSL,0
486,22.7,72.96,2,North,Month-to-month,DSL,0
487,44.8,63.9,2,West,Month-to-month,None,0
488,22.3,57.06,0,North,One year,None,0
489,30.5,67.73,2,East,One year,DSL,0
490,13.4,74.9,0,East,One year,DSL,0
491,49.1,102.11,1,South,One year,DSL,0
492,9.6,81.91,0,East,One year,Fiber,0
493,35.0,82.57,0,North,One year,None,0
494,30.6,120.59,2,West,Month-to-month,Fiber,1
495,33.3,74.29,0,West,Two year,Fiber,0
496,9.7,73.72,5,South,Month-to-month,Fiber,1
497,22.0,77.67,2,East,One year,DSL,0
498,43.6,46.84,2,South,Two year,DSL,0
499,68.0,57.01,2,West,Month-to-month,Fiber,0
500,24.9,55.89,2,South,Month-to-month,Fiber,0
501,41.3,76.66,3,East,Month-to-month,Fiber,0
502,28.9,61.86,2,West,One year,Fiber,0
503,25.7,67.49,0,North,Month-to-month,Fiber,1
504,20.5,84.57,4,East,Month-to-month,DSL,1
505,26.7,80.54,2,North,Two year,Fiber,0
506,39.2,62.09,0,East,Month-to-month,Fiber,0
507,41.0,52.94,2,South,One year,Fiber,0
508,11.2,85.43,1,West,One year,DSL,0
509,19.3,78.93,3,South,Month-to-month,DSL,0
510,13.0,36.09,1,North,Month-to-month,Fiber,0
511,27.5,59.36,2,West,Two year,Fiber,0
512,21.5,67.98,3,West,One year,DSL,1
513,32.6,79.02,1,East,Month-to-month,Fiber,1
514,33.9,81.38,0,East,One year,DSL,0
515,4.6,70.11,1,South,One year,None,0
516,26.6,75.53,0,East,Month-to-month,DSL,1
517,51.1,66.15,1,North,One year,None,0
518,19.3,52.87,1,North,One year,Fiber,0
519,18.9,60.3,2,West,Month-to-month,Fiber,0
520,46.2,65.34,3,East,Two year,Fiber,0
521,42.1,64.38,1,North,Month-to-month,Fiber,1
522,13.9,31.06,1,North,Month-to-month,Fiber,0
523,39.8,57.85,3,West,Month-to-month,Fiber,1
524,16.1,66.01,1,North,One year,DSL,0
525,18.8,59.94,2,North,One year,Fiber,0
526,13.9,60.56,2,North,Two year,DSL,1
527,11.1,73.78,1,North,Month-to-month,Fiber,1
528,28.5,45.58,1,South,One year,Fiber,0
529,9.9,35.7,2,West,One year,Fiber,0
530,29.2,58.73,3,South,Month-to-month,DSL,1
531,28.6,78.75,3,South,Month-to-month,DSL,1
532,24.2,95.38,2,East,Two year,DSL,1
533,19.9,79.08,2,East,Month-to-month,Fiber,1
534,17.5,38.57,2,East,One year,Fiber,0
535,12.7,60.82,0,East,One year,None,0
536,57.9,69.62,1,East,Month-to-month,Fiber,1
537,23.6,68.2,2,East,Two year,Fiber,0
538,23.1,74.71,3,West,Two year,Fiber,0
539,14.4,48.49,0,East,One year,Fiber,0
540,54.5,66.17,2,West,One year,Fiber,1
541,18.2,72.57,1,North,Month-to-month,Fiber,1
542,30.8,79.86,0,East,One year,DSL,0
543,34.4,50.5,2,East,Month-to-month,None,0
544,28.5,58.79,2,South,Month-to-month,Fiber,0
545,9.7,20.0,4,West,Month-to-month,Fiber,1
546,38.8,53.81,0,South,Month-to-month,DSL,1
547,18.1,55.56,1,North,Month-to-month,Fiber,0
548,41.9,46.65,1,West,Month-to-month,None,0
549,25.6,67.98,0,North,Two year,Fiber,0
550,35.6,63.99,1,South,Month-to-month,DSL,0
551,52.5,24.33,0,South,Month-to-month,None,0
552,38.0,68.88,4,West,Month-to-month,Fiber,1
